MLSNumber|Category|Status|Price|SoldDate|SoldPrice|StNumber|StDir|StName|StType|Unit|City|Locale|ZipCode|Subdivision|County|Area|MLSSubAreaCode|Bdrm|Bath|Style|LandSize|GarType|GarSpaces|Elementary|MiddleSchool|HighSchool|OfficeName|OfficePhone|AgentName|AgentPhone|OfficeCode|DOM|AssessorCode|YearBuilt|NewConstruction|TotalSqFt|FinishedSQFTincBasement|FinishedSQFT|LowerSQFT|MainFloorSQFT|UpperSQFT|BasementSQFT|BasementFoundation|DesignFeatures|Fireplace|Heating|MasterBedroomBath|Type|Acres|LotSize|Zoning|AssocFee|EstAnnualTaxes|TaxYear|LargeText|TotalUnits|HalfBaths|ThreeQuarterBaths|FG_Description|Longitude|Latitude|FullBaths|LastUpdateDate|ListDate|BuyerOfficeMlsId|BuyerAgentFirstName|BuyerAgentLastName|FG_NewFinancing|FG_Ownership|AssocFeeFreq
1029531|1|Expired|400000|||2144||26th|Ave||Greeley|Greeley|80634|Cascade|Weld|10|14|3|2|1 Story/Ranch||Attached|2|Meeker|Brentwood|Greeley West|1st Realty Associates Inc|3037763200|June Lemmings|9705735791|L1ST|156|095913107007|1970|0|2702|1411|1411||1411||1291|Unfinished Basement,25%+Finished Basement|Eat-in Kitchen,Open Floor Plan,Washer/Dryer Hookups,French Doors|Living Room Fireplace,Single Fireplace|Forced Air|Shared Primary Bath,Full Primary Bath|Contemporary/Modern|0.22|9375|RES||1884|2024|This relaxing 3-bedroom, 2-bathroom brick ranch offers a perfect blend of classic appeal & modern comforts. Located in a peaceful neighborhood under the shade of mature trees, the eco-friendly front yard leads to the inviting entrance. Inside, the open & airy living area is finished with brand new vinyl flooring & brand new carpet throughout, while large front windows brighten the space. A wood-burning fireplace adds a cozy touch, perfect for chilly evenings. The layout is ideal for entertaining, with a half wall that defines the entryway without sacrificing the home's spacious feel. The kitchen stands out with its L-shaped counter tops, making it a functional while still leaving room for a dining area. Through the French doors in the dining are, you will have direct access to covered patio, creating a seamless transition for indoor-outdoor living. The backyard features a fenced-in garden & framing for a chicken coop. Through the main hallway, you'll find three well-sized bedrooms & updated full bath. Through the garage you will find a mud room with washer & dryer hook ups, a half bath, and direct access to the back yard, providing space to keep dirt out of the home, or additional storage. The unfinished basement holds great potential, with electrical and lighting already installed, & a pool table & TV that convey with purchase! The oversized garage boast an additional storage room & garage door screens to enjoy the fresh air. The location is unbeatable, situated just 1 mile from the University of Northern Colorado & 2 miles from the Greeley Mall, providing easy access to education, shopping, dining, & entertainment. Don't miss out on the opportunity to make this home yours!||1|0||-104.72196|40.40315|1|Aug 31 2025 12:06AM|03/27/2025||||Cash,Conventional,FHA,VA|Private Owner|
1029930|1|Expired|370000|||1505||25th|Ave||Greeley|Greeley|80634|Westview 3rd Add|Weld|10|9|3|2|1 Story/Ranch||Detached|2|Scott|Heath|Greeley Central|MB/Brazelton Realty Inc|9703510405|Carolyn Brazelton|9703026128|1BRAZ|155|R2160886|1963|0|1932|1932|1107||1107||825|Full Basement,90%+ Finished Basement|Separate Dining Room,Pantry,Bay or Bow Window,Washer/Dryer Hookups,Sunroom|Fireplace Insert|Forced Air|||0.2|8757|R-L||1811|2024|This home built in 1963 is situated on a corner lot in Westview Subdivision. The main floor has 1107 Square Feet which includes a large living room area, kitchen, 2 bedrooms, 1 Bath, dining area and a Sunroom. The flooring in the living room, hall, kitchen and sunroom are hard surface so easy to keep clean. This cute kitchen includes a pantry, Dishwasher, microwave, range and refrigerator. The four-season sunroom is a great place to set up a reading area, recreation area or a child's playroom. Downstairs has great space in the Family Room for watching TV, playing games or table games. The two rooms downstairs could be used as bedrooms as they have closets and either a non-conforming window or no window. The back yard is enclosed with chain link fence. There is a working sprinkler system and central air conditioner.||0|1||-104.71949|40.41574|1|Sep 03 2025 12:06AM|04/01/2025||||Cash,Conventional,FHA,VA|Private Owner|
1030013|1|Sold|399000|05/06/2025|404000|1843||24th|Ave Ct||Greeley|Greeley|80634|Rolling Hills|Weld|10|9|4|2|Bi-Level||Attached|2|Meeker|Heath|Greeley Central|At Home Realty|9709995599|Brendan Mahoney|9709995599|AHRE|34|095912412009|1966|0|2163|2163|2163|728|1435||0|No Basement|Separate Dining Room|Family/Recreation Room Fireplace|Forced Air,Humidifier|Shared Primary Bath||0.24|10633|RES||1218|2024|This lovely bi-level home in Greeley has been meticulously cared for and is ready to welcome its next owner. With 4 bedrooms and 2 full bathrooms, this home offers both space and comfort. The main level features a bright and airy living room, with a large window that fills the space with natural light. Adjacent to the living room is the kitchen and dining area, perfect for family gatherings. Also on the main level, you'll find 3 generously sized bedrooms and a full bathroom. The carpet is pulled back in second bedroom closet revealing hardwood floor! The lower level is equally impressive, boasting a spacious family room with a wood fireplace insert - ideal for cozy evenings. An additional versatile room could serve as an office, or guest bedroom. There's a second full bathroom and a convenient laundry area with included clothes washer and dryer. The home includes a humidifier, ensuring a pleasant environment throughout the year. For added convenience, the attached 2-car garage offers extra storage space, with the garage doors and springs replaced about 4 years ago. Step outside to enjoy the lush peaceful backyard, which features a covered deck surrounded by beautiful trees that offer both privacy and natural beauty. This well-loved home is a rare find and offers a perfect balance of comfort, functionality, and outdoor enjoyment. Don't miss your chance to make it yours!||0|0||-104.719299|40.409926|2|May 06 2026 04:15AM|04/02/2025|9CBCO|Ben|Woodrum|Cash,Conventional,FHA,VA|Private Owner|
1030317|2|Sold|370000|09/12/2025|363000|5750|W|20th|St|17-2|Greeley|Greeley|80634|Highland Green Sub|Weld|10|13|3|3|2 Story||Attached|2|Monfort|Prairie Heights|Greeley West|RE/MAX Alliance-Loveland|9706691234|Russell Woodard|9706799960|8RM1L|162|095915204030|2000|0|1725|1725|1725||1725||0|No Basement|Eat-in Kitchen,Separate Dining Room,Walk-in Closet,Washer/Dryer Hookups,Jack & Jill Bathroom|Gas Fireplace,Living Room Fireplace|Forced Air|Full Primary Bath|Patio Home|||Res|240|1945.73|2023|Discover comfort and convenience in this beautifully maintained townhome-style condo nestled in the trees of the Highland Greens Golf Course Community. This wonderful home features an 'entertainer's layout' main-level with a welcoming living room complete with a cozy fireplace, dining area, powder room and kitchen. Upstairs, the master en suite offers a full private retreat, while two additional bedrooms are connected (jack & jill) by a full bathroom-perfect for family or guests. Enjoy the ease of a 2-car attached garage and a prime central location close to everything. With a low HOA fee, this home offers both value and lifestyle in one well appointed package. New kitchen and dining lvp and hot water heater just installed. FHA would require a spot approval (does exist in the complex).||1|0|Condo,Outside Entry,End Unit,1/2 Duplex|-104.773061|40.405932|2|Sep 12 2025 02:48PM|04/03/2025|1PROR|Daina|Bustillos|Cash,Conventional,FHA,VA|Private Owner|Monthly
1030752|1|Sold|390000|07/02/2025|395000|3735|W|8th|St||Greeley|Greeley|80634|Westmoor|Weld|10|2|5|2|1 Story/Ranch||Attached|2|Shawsheen|Franklin|Northridge|NextHome Foundations|9703535006|Scott Nitzel|9705905450|1RSRE|84|R1928086|1973|0|2182|2182|1091||1091||1091|Full Basement,90%+ Finished Basement|||Forced Air|3/4 Primary Bath||0.18|7677|Res||1843|2024|Spacious 5-bedroom, 2-bath ranch on a corner lot with attached 2-car garage and extended concrete driveway for additional parking. Updated kitchen features granite countertops, stainless steel appliances, and plenty of cabinet space. Beautiful hardwood floors throughout the main level. Primary suite includes a 3/4 en-suite bath. Home offers A/C, new furnace, and new sewer line. Large fenced backyard with pergola, sprinkler system and storage shed. Basement includes all new carpet, large family room, 2 bedrooms and a rough-in for a third bathroom - ready for your finishing touches!||0|1||-104.74132|40.42481|1|Jul 02 2025 11:36AM|04/10/2025|KWR70|Amanda|De Jager|Cash,Conventional,FHA,VA|Private Owner|
1030867|1|Expired|399900|||422||38th|Ave||Greeley|Greeley|80634|Westmoor|Weld|10|2|4|2|1 Story/Ranch||Attached|2|Shawsheen|Franklin|Northridge|Resident Realty|9702828585|Samuel Schall|9704052278|0RERE|113|R1914086|1972|0|1964|1672|982||982||982|Full Basement,90%+ Finished Basement,Built-In Radon|Eat-in Kitchen,Cathedral/Vaulted Ceilings,Open Floor Plan,Pantry|Freestanding Fireplace,Living Room Fireplace|Forced Air||Contemporary/Modern|0.15|6600|Res||1897|2024|||0|2||-104.74089|40.42893|0|Aug 01 2025 12:06AM|04/10/2025||||Cash,Conventional,FHA,VA|Licensed Owner|
1031114|1|Sold|430000|06/06/2025|430000|5114|W|16th|St||Greeley|Greeley|80634|Country Club West 4th Fg|Weld|10|10|3|2|Bi-Level||Attached|2|Monfort|Heath|Greeley Central|Sears Real Estate|9703307700|John D Valencia|9703960190|1SEAR|27|R7656499|2000|0|1733|1163|1163|569|1|1163|0|Partial Basement|Eat-in Kitchen,Separate Dining Room,Walk-in Closet,Washer/Dryer Hookups||Forced Air|Full Primary Bath|Legal, Conforming,Contemporary/Modern|0.27|11716|sfr||1878|2024|Bright and Open! Great location on quiet cul-de-sac. This home is great for any lifestyle. Open floor plan is perfect for entertaining, wood floors in living and dining areas give a classic look, and large windows bring in lots of natural light. The expansive, fenced back yard has a deck and patio with ample spaces for grilling, fire pit, and outdoor games. You can also park your RV! Laundry is conveniently located near bedrooms. Additional features include solar panels, unfinished basement, and a 1 year First American Eagle Premier Home Warranty. This is a great home at a great price. See it today!||0|0||-104.76719|40.41198|2|Jun 06 2025 12:42PM|04/11/2025|REM30|Samantha|Criswell|Cash,Conventional,FHA,VA|Private Owner|
1031150|1|Sold|425000|05/29/2025|415000|1937||23rd|Ave||Greeley|Greeley|80634|Rolling Hills|Weld|10|9|6|2|1 Story/Ranch||Attached|2|Meeker|Heath|Greeley Central|RE/MAX Alliance-FTC South|9702263990|Kim Tomlinson|9703972077|9RMSA|46|R2321686|1971|0|2128|2128|1064||1064||1064|Full Basement|Separate Dining Room,Washer/Dryer Hookups|Fireplace Insert|Forced Air|Shared Primary Bath||0.23|10230|R1||1852|2024|Welcome home to this large 6 bedroom, 2 bath home conveniently located in Greeley. RV parking, features a walk out basement, patio, large deck off of dining room, fireplace, Samsung stainless steel appliances. This home has new paint, updated bathrooms, new flooring, and solar is paid off. Close to hospital, schools, college and shopping. A great home for an investor or starter home! Hot water heater is less than 2 years old. Furnace replaced in 2017.||0|0||-104.71621|40.40766|2|May 30 2025 08:39AM|04/14/2025|L1ST|Larry|Soto Vasquez|Cash,Conventional,FHA,VA|Private Owner|
1031595|1|Sold|395000|06/13/2025|400000|1841||26th|Ave Pl||Greeley|Greeley|80634|Rolling Hills Am|Weld|10|9|3|3|Bi-Level||Attached|2|Scott|Heath|Greeley Central|Kairos Real Estate LLC|9703899947|Eric Backlund|9703899947|ERICB|21|R2303186|1968|0|1809|1809|1233||1233||576|90%+ Finished Basement,Walk-out Basement,Daylight Basement|||Forced Air|||0.18|7775|R||1854|2024|Mid-Century Modern Feel on a Corner Lot with Walkout Basement, RV Parking, and Backyard Access. This 3-bedroom, 3-bathroom home sits on a 7,775 sq ft corner lot (approximately 0.18 acres) in an established Greeley neighborhood. With its mid-century modern feel, the home features open main-level living and a fully finished basement with a walkout door to the backyard-ideal for entertaining or easy outdoor access. A unique highlight is the direct backyard access from the street, complete with a concrete pad-perfect for RV or trailer parking, additional vehicles, or customizing your own outdoor retreat. The attached garage offers ample space for vehicles, tools, or gear. Recent updates include many newer windows, fresh exterior paint, a newer roof, and updated kitchen appliances. With its timeless style, corner lot location, and practical features, this home offers a fantastic opportunity in a sought-after Greeley neighborhood. Broker is related to seller.||1|1||-104.721741|40.412292|1|Jun 23 2025 03:54PM|04/18/2025|07475|Jena|Martindale|Cash,Conventional,FHA,VA|Private Owner|
1031647|1|Sold|387000|05/30/2025|387000|624||37th|Ave Ct||Greeley|Greeley|80634|Edwards Homes 6th Add|Weld|10|2|3|3|1 Story/Ranch||Attached|2|Shawsheen|Franklin|Northridge|The Station Real Estate|9702197096|Nicholas Bukowski|9702197096|07333|42|R1908386|1971|0|2288|1186|1144||1144||1144|Full Basement,Unfinished Basement|Eat-in Kitchen,Separate Dining Room,Washer/Dryer Hookups,Wood Floors||Forced Air|3/4 Primary Bath||0.18|7865|RES||1336|2024|Discover comfort and convenience in this well-maintained ranch-style home located in a desirable West Greeley neighborhood. With easy access to parks, schools, shopping, and dining, this property offers both a peaceful setting and everyday practicality.Inside, you'll find 3 spacious bedrooms and 3 full bathrooms, thoughtfully arranged across a bright and functional floor plan. The main living area is filled with natural light and flows effortlessly into the dining space and kitchen-perfect for daily living and entertaining. The kitchen features ample cabinetry, generous counter space, and a brand new dishwasher.Each bedroom offers a cozy retreat, and three bathrooms provide extra comfort and flexibility for families or guests. The partially finished basement adds even more usable space-ideal for a rec room, home office, or additional storage.Step outside to a large, private backyard surrounded by mature trees and established landscaping. Whether you enjoy gardening, relaxing on the patio, or entertaining under the Colorado sky, this yard is full of potential for outdoor living. With no HOA, you'll also enjoy the freedom to make the property your own-including space to store a small boat or trailer along the side of the home.Recent updates include a new furnace, a roof replaced in 2018, and a brand new dishwasher-giving peace of mind and added value. Additional highlights include a two car attached garage, a convenient laundry area, and a quiet, walkable neighborhood.Whether you're a first-time buyer, downsizing, or looking for an investment, this move-in ready home offers the ideal blend of function, comfort, and flexibility-without the restrictions of an HOA.||0|2||-104.73999|40.426681|1|Jun 03 2025 09:45AM|04/18/2025|M8549|Erin|Tierney|Cash,Conventional,FHA,VA|Private Owner|
1031764|1|Expired|429000|||621||39th|Ave||Greeley|Greeley|80634|WESTMOOR 1ST FG|Weld|10|2|4|3|1 Story/Ranch||Attached|2|Shawsheen|Franklin|Northridge|Coldwell Banker Realty- Fort Collins|9702236500|Anne Carlson|6122720738|9CBCO|172||1972|0|2540|2540|1270||1270||1270|Full Basement,90%+ Finished Basement,Daylight Basement|Eat-in Kitchen,Separate Dining Room,Open Floor Plan,Wood Windows,French Doors|Living Room Fireplace,Basement Fireplace|Forced Air|3/4 Primary Bath|Contemporary/Modern|0.24|10454|R1||2066|2024|Come inside this delightful 4-bedroom, 3-bathroom ranch home and instantly feel its warmth and charm. Thoughtfully designed for comfort and connection, this home offers inviting spaces that make everyday living a joy.The main level features a cozy living room with a beautiful fireplace as the heart of the home-perfect for gathering with loved ones on cool Colorado evenings. Sunlight pours through the large windows, making the space feel bright and welcoming. The dining room offers plenty of space for entertaining and includes a sliding glass door that leads out to the covered patio, blending indoor and outdoor living with ease. The kitchen is warm and functional, offering generous cabinetry, ample counter space, and a layout that makes hosting and everyday meals a pleasure. Three comfortable bedrooms and two full bathrooms complete the main floor, providing both comfort and convenience.Downstairs, the finished basement expands your living space with a spacious family room, a second fireplace for added coziness, and a fantastic wet bar-ideal for game nights, movie marathons, or casual entertaining. You'll also find an additional bedroom and bathroom, creating a perfect private space for guests or a quiet home office.Outside, the covered patio overlooks a fully fenced backyard-an ideal spot for morning coffee, weekend barbecues, or simply unwinding at the end of the day. Nestled in a friendly neighborhood with scenic trails just moments away, this home is full of character, comfort, and charm. Come fall in love!||0|2||-104.743124|40.427328|1|Oct 11 2025 12:06AM|04/10/2025||||Cash,Conventional,FHA,VA|Private Owner|
1032093|1|Sold|365000|06/06/2025|365000|2800|W|11th|St Rd||Greeley|Greeley|80634|Wilshire 3rd Add|Weld|10|9|4|2|1 Story/Ranch||Attached|1|Scott|Heath|Greeley Central|Sears Real Estate|9703307700|Ryan Andre|9703811081|1SEAR|44|R2204186|1960|0|2160|2100|1080||1080||1080|Full Basement,90%+ Finished Basement|Eat-in Kitchen,Washer/Dryer Hookups,Wood Floors||Forced Air|||0.16|6825|RL||3278|2024|Original owner of this vintage 1960 home. Two bedrooms on the main and two bedrooms in the basement. Beautiful real hardwood floors on the main floor. Kitchen has an eating area and there's also a separate dining room. On a corner lot with lots of possibilities. Less than one year old furnace, A/C and water heater. Has sprinkler system too! Don't miss out!||0|1||-104.72579|40.4204|1|Jun 06 2025 03:00PM|04/24/2025|1PROR|Abraham|Gonzalez|Cash,Conventional,FHA,VA|Private Owner|
1032132|1|Sold|369000|05/30/2025|373500|3237|W|5th|St Rd||Greeley|Greeley|80634|Franklin Sub|Weld|10|3|4|2|1 Story/Ranch||Attached|1|Shawsheen|Franklin|Northridge|Coldwell Banker Plains-Windsor|9706867620|Paula Harder|9705391315|CBPW1|37|R1729986|1969|0|1824|1800|912||912||912|Unfinished Basement,90%+ Finished Basement|Separate Dining Room||Forced Air|||0.18|7668|RES||1578|2024|Check out this charming 1,800 sq ft ranch style home. With 4 bedrooms, 2 baths, full finished basement that includes a large rec room, separate bedroom, 3/4 bath and a generous sized storage/laundry room. Step outside to the private backyard with large patio, shed, separate garden area and a large dog run. Its hard to beat the price on this great property.||0|1||-104.732422|40.428958|1|Jun 03 2025 11:12AM|04/22/2025|0KWDN|Gabriela|Perez|Cash,Conventional,FHA,VA|Private Owner|
1032724|1|Expired|415000|||821||36th|Ave||Greeley|Greeley|80634|Edwards Homes 4th Add|Weld|10|2|4|3|1 Story/Ranch||Attached|1|Shawsheen|Franklin|Northridge|Sears Real Estate|9703307700|Steve Baker|9703020879|1SEAR|36|R1896086|1964|0|2431|2132|1261||1261||1170|Full Basement,90%+ Finished Basement|Eat-in Kitchen,Open Floor Plan,Pantry,Wood Floors|No Fireplace|Forced Air|Shared Primary Bath|Cottage/Bung|0.16|6930|RL||1268|2024|Welcome to this beautifully maintained and meticulously updated 4-bedroom, 3-bathroom ranch-style home in the Edwards subdivision. The kitchen boasts new Corian quartz countertops and stainless steel kitchen appliances. Inviting hardwood floors in the kitchen, dining room, and hallway have been refinished, while brand new LVP flooring in the bathrooms and new carpet in the bedrooms make this home feel extremely move-in ready. New furnace and central air-conditioning (2024) and a new (2024) 50-gallon water heater will offer year-round peace of mind and comfort. Additional highlights include a main-floor laundry room, new GFCI outlets and light switches throughout, and stunning wooden French double-entry front doors that greet you with warmth. Venture downstairs to the full finished basement, where you'll find a large rec room and bedroom, boasting new carpet, new lighting, and fresh paint. Outside, enjoy beautiful mature landscaping, an updated sprinkler system, a fully fenced yard & covered patio. Plus, with NO HOA and NO Metro Tax, this home is as practical as it is beautiful. This home is truly move-in ready, schedule your showing today!||1|1||-104.737567|40.424441|1|Jun 18 2025 04:15AM|05/01/2025||||Cash,Conventional,FHA,VA|Private Owner|
1032829|1|Expired|415000|||4510|W|6th|St||Greeley|Greeley|80634|Westmoor Acres|Weld|10|2|5|2|1 Story/Ranch||Attached|2|Shawsheen|Franklin|Northridge|eXp Realty LLC|8884402724|Stephanie Nealy|9702276181|EXPRE|183|R1851286|1978|0|1998|1998|999||999||999|Full Basement,90%+ Finished Basement|Eat-in Kitchen,Pantry,Washer/Dryer Hookups,Wood Floors|Gas Fireplace,Living Room Fireplace|Forced Air|Shared Primary Bath,Full Primary Bath||0.2|8800|RES||1823|2024|Welcome to this Move-In-Ready 5 Bedroom, 2 Bathroom ranch-style home, nestled on a generous .20-acre lot, offering both charm and functionality! This property is perfect for families or anyone looking for ample space without the constraints of an HOA with room to park your boat or RV! As you step inside, you'll be greeted by beautiful Luxury Vinyl Plank (LVP) flooring that flows seamlessly throughout both the upstairs and downstairs areas. This durable flooring not only adds a modern touch but is also easy to maintain, making it ideal for busy households and pets. The finished basement provides additional living space, perfect for entertaining or relaxing with family. Whether you envision a cozy movie night area or a game room, this versatile space can adapt to your lifestyle needs. The heart of the home features a charming gas fireplace that adds warmth and ambiance during colder months. 2-car garage providing ample storage for vehicles and outdoor equipment, all appliances included, clothes washer and dryer and a newer AC unit! The expansive fully fenced yard offers plenty of opportunities for gardening, play, or simply enjoying the outdoors! Don't miss out on this unique opportunity to own a charming ranch-style home with tons of character in a desirable location close to shopping, schools and parks. Schedule your showing today!||0|0||-104.75175|40.42577|2|Oct 31 2025 12:06AM|05/01/2025||||Cash,Conventional,FHA,VA|Private Owner|
1033135|1|Sold|440000|07/02/2025|435000|1820||26th|Ave Pl||Greeley|Greeley|80634|Rolling Hills|Weld|10|9|3|2|Bi-Level||Attached|2|Scott|Heath|Greeley Central|NextHome Foundations|9703535006|Brad Inhulsen|9705844144|1RSRE|58|R2307186|1968|0|2104|2104|1384||1384||720|Partial Basement,90%+ Finished Basement|Eat-in Kitchen,Pantry|Great Room Fireplace,Single Fireplace|Forced Air|Shared Primary Bath,Full Primary Bath||0.21|9108|RL||1855|2024|Welcome home! This charming 3-bedroom, 2-bath gem has the space you need and the flexibility you want. The primary bedroom was thoughtfully expanded by combining two rooms into one-perfect for a luxurious retreat, home office, or just an extra sitting room. Enjoy a spacious kitchen, two full baths, and a generous living area that flows right into a large backyard made for summer barbecues and backyard games. Need extra storage or a workshop? The shed has you covered. With a 2-car garage and room to grow, this one's ready for you to move in and make it your own.||0|0||-104.7209|40.41179|2|Jul 02 2025 12:21PM|05/05/2025|0RERE|Rebekah|Harvey|Cash,Conventional,FHA,VA|Private Owner|
1033151|1|Sold|405000|09/10/2025|406000|1206||23rd|Ave Ct||Greeley|Greeley|80634|WESTVIEW|Weld|10|9|4|2|1 Story/Ranch||Attached|1|Scott|Heath|Greeley Central|eXp - Greeley|9703010266|Brian Franzen|9703010266|07712|128||1956|0|2520|2450|1260||1260||1260|Full Basement,90%+ Finished Basement|Separate Dining Room,Pantry,Washer/Dryer Hookups||Forced Air|Shared Primary Bath||0.19|8400|RES||1820|2024|Remodeled and move-in ready! This updated 4-bedroom, 2-bathroom home in central Greeley offers nearly 2,500 finished sq ft, new kitchen appliances, granite countertops, fresh paint, and a finished basement-perfect for buyers seeking space, style, and convenience under $415K. Located just minutes from UNC, Banner Health, shopping, and parks, this one checks all the boxes for anyone ready to put down roots in Northern Colorado.Step inside to discover original charm paired with modern updates throughout. Gleaming wood floors flow across the main level, leading to a bright living area and fully updated kitchen complete with granite counters, new appliances, and ample cabinet space. Both bathrooms have been renovated with clean, timeless finishes. The spacious finished basement offers a second living area, oversized bedroom, and flexible space ideal for a home office, gym, or media room.Outside, enjoy a fenced backyard with mature trees, a patio for grilling or gathering, and a storage shed for all your gear. Additional perks include a new roof, updated lighting, and fresh interior paint. With four true bedrooms, thoughtful upgrades, and easy access to Highway 34, this is a rare opportunity to own a stylish, functional home in the heart of Greeley.Whether you're a first-time buyer, relocating to Northern Colorado, or just looking for more room to live and grow-this home delivers value, space, and convenience. Don't miss your chance to make it yours.||0|1||-104.7167|40.41957|1|Sep 11 2025 09:30AM|05/06/2025|L1ST|Rodrigo|Villafana|Cash,Conventional,FHA,VA|Private Owner|
1033452|2|Sold|325000|06/18/2025|325000|615||46th|Ave Ct||Greeley|Greeley|80634|Westmoor Acres 1st Fg Otlt D|Weld|10|2|3|2|1 Story/Ranch||Attached|1|Shawsheen|Franklin|Northridge|Property Partners|9705679191|Richard Payne Jr|9706915222|07683|41|R1879686|1979|0|1834|1581|917||917||917|Full Basement,90%+ Finished Basement|Eat-in Kitchen||No Heat|||0.09|4026|RES||1390|2024|CHARMING PAIRED HOME with finished basement and storage/utility room. Three large bedrooms, two baths. Private master suite in lower level. Updated kitchen and LVP on main level. Bright and open floor plan. Whole house fan plus humidifier. Large flagstone patio, privacy fenced yard, 4 zone sprinkler system. One car garage with opener. NO HOA fees. Close to New Walmart, schools, shopping and parks. Fenced backyard. Call today for your private showing! *Buyer must assume Solar Lease @ $139.00 month*||0|1|1/2 Duplex|-104.75433|40.42477|1|Jul 21 2025 10:36AM|05/08/2025|ROGFC|Alexandra|Enriquez|Cash,Conventional,FHA,VA|Private Owner|
1034242|1|Expired|369900|||1703||29th|Ave Ct||Greeley|Greeley|80634|Rolling Hills 2nd Add|Weld|10|9|3|2|1 Story/Ranch||Attached|2|Scott|Heath|Greeley Central|Sears Real Estate|9703307700|Ryan Andre|9703811081|1SEAR|182|R2235286|1972|0|2520|1260|1260||1260||1260|Full Basement,25%+Finished Basement|Eat-in Kitchen,Washer/Dryer Hookups||Forced Air|Shared Primary Bath||0.18|7894|SFR||1838|2024|Back on the market.Welcome inside to see this 3 bed, 2 bath ranch style home tucked away in the fully established neighborhood with NO HOA & NO Metro Tax. Nice size living room with new paint, plus new carpet 1.5 years ago. The kitchen offers plenty of cabinets with vinyl kitchen flooring and stainless-steel appliances. The primary bedroom had good space and a private 3/4 bath. The basement has 2 rooms that are partially finished, giving you lots of possibilities. Outside you will find a nice, covered patio, fully fenced yard, patio, and a sprinkler system. There is a nice 2 car garage for your parking or storage needs. Woodbriar Park is close by for those evening strolls. Class 4 roof and Central A/C round out the features of this home.||0|1||-104.72731|40.41342|1|Nov 14 2025 12:06AM|05/16/2025||||Cash,Conventional,FHA,VA|Private Owner|
1034690|1|Sold|398000|07/28/2025|330000|2501|W|20th|St Rd||Greeley|Greeley|80634|Cottonwood Village|Weld|10|14|4|3|1 Story/Ranch||Attached|2|Meeker|Brentwood|Greeley West|New Horizons & Associates|9703510922|Troy Garcia|9703711059|1NWHZ|68||1962|0|2516|2260|1269||1269||1247|Full Basement,90%+ Finished Basement|Separate Dining Room,Wet Bar,Washer/Dryer Hookups,Wood Floors|2+ Fireplaces,Living Room Fireplace,Family/Recreation Room Fireplace,Masonry Fireplace|Forced Air|Full Primary Bath|Contemporary/Modern|0.25|10890|RL||2020|2024|Motivated Seller in Cottonwood Village. Convenient location and vintage appeal, this home is ready for your personal touch-whether you want to embrace its retro character or give it a modern update. Inside, you'll find beautiful hardwood floors and two cozy wood-burning fireplaces with timeless brick facades, adding warmth and personality. The backyard is a true retreat, featuring mature trees, flowers, sprinkler system, and fully fenced. The large, covered deck is the perfect summer lounging space. The main floor offers three bedrooms and two bathrooms, while the finished basement provides extra living space with a large family room, wet bar, office, additional bedroom, 3/4 bath, and a generous laundry/storage area. This home is a great opportunity to add value while making it your own. Bring your creativity and turn this into the perfect space to call home!||0|1||-104.719231|40.40593|2|Jul 28 2026 04:15AM|05/22/2025|1NWHZ|Troy|Garcia|Cash,Conventional|Private Owner|
1036160|1|Sold|405000|09/19/2025|405000|2812|W|6th|St||Greeley|Greeley|80634|Broadview Acres 4th Add|Weld|10|3|5|2|1 Story/Ranch||Attached|1|Madison|Franklin|Northridge|The Urdiales Group|9703806101|Brian Urdiales|9703806101|TUG01|106|R1743486|1964|0|2352|2052|1326||1326||1026|Full Basement,90%+ Finished Basement|Separate Dining Room||Forced Air|||0.23|9900|R||1786|2024|All You Have to Do Is Move In! 5 -Bedroom Brick Ranch Across from the Park. This charming 5-bedroom, 2-bathroom, brick ranch-style home offers perfect mix of comfort, efficiency , and location directly across the street from a beautiful park and playground! Step inside to find hardwood floors on the main level and a spacious kitchen with plenty of cabinet and counter space, perfect for cooking and gathering. The kitchen flows into a welcoming dining area and out to a covered back patio, ideal for relaxing or entertaining year-around. Energy efficiency is a highlight here, with newer double-pane vinyl windows, a modern HVAC system, and owned solar panels-no lease, just savings! Outside, the large back yard offers space for gardening, barbecues, or simply enjoying the sunshine. And when you need even more room to play, just walk across the street to enjoy the park. Do Not miss out on the move-in ready gem in a location that is hard to beat!||0|1||-104.725598|40.427|1|Oct 01 2025 01:45PM|06/06/2025|PRMFC|Jazlyn|Walter|Cash,Conventional,FHA,VA|Private Owner|
1036179|1|Expired|384900|||525||36th|Ave Ct||Greeley|Greeley|80634|6th Edwards Homes|Weld|10|2|5|2|1 Story/Ranch||Attached|1|Shawsheen|Franklin|Northridge|Realty One Group Fourpoints|9705735880|Marilyn Plante|9703029113|ROGF1|92||1971|0|1924|1924|962||962||962|Full Basement,90%+ Finished Basement|Washer/Dryer Hookups||Forced Air|Shared Primary Bath||0.16|7150|Residentia||1677|2024|All brick wonderful ranch style home that is move in ready!! This home offers 5 bedrooms, 2 baths, garden areas in the backyard, 1 car garage, a wonderful storage shed and a covered patio. New carpet in two of the bedrooms and hallway on the main and in one bedroom and hallway in the basement. A new furnace was installed less that a year ago. This house is in great condition. All it needs is new owners!! Please call me for your personal showing at.||0|1||-104.73717|40.427698|1|Sep 10 2025 04:15AM|06/06/2025||||Cash,Conventional,FHA,VA|Private Owner|
